Name,Age,Date_of_Birth,Gender,Marital_Status,BMI,Practicing_Hours_2024_Jan_to_Aug,Dietary_Preference
Karen Garcia,12,2011-01-27,male,s,49.68,133,Non Vegetarian
Michael Phillips,98,1925-11-10,m,Married,45.24,267,nonveg
Faith Mcneil,63,1960-06-15,F,married,34.86,144,nonveg
Kristina Burns,56,2002-04-13,Male,single,26.26,214,v
Wendy Thompson,107,1916-10-11,Female,married,38.02,200,Non-Vegetarian
Nicholas Bailey,116,1907-10-16,F,married,47.03,58,veg
Jennifer Bryant,94,1929-08-21,male,married,41.66,418,v
Michael Montoya,3,2020-12-11,F,single,44.5,49,nv
William Owens,115,1908-04-23,Female,single,27.17,-8,Non Vegetarian
Heather Bauer,57,1920-09-13,Female,married,47.86,354,v
Brandon Glover,76,1947-12-26,F,single,42.52,333,Non Vegetarian
Suzanne Rodriguez,114,1909-07-23,male,Single,33.3,327,v
Adrian Stone,29,1928-12-06,male,Single,15.02,308,v
Peter Burton,55,1968-11-29,m,M,33.44,105,non-veg
Steven Booth,17,2006-03-12,female,single,28.16,456,Vegetarian
Gary Brown,99,1924-05-14,female,single,34.37,59,veg
Michael Kerr,-45,1987-03-18,male,M,12.6,299,Vegetarian
Dylan Watkins,47,1976-10-30,male,M,13.77,312,Vegetarian
Robert Fischer,51,1972-02-20,F,M,31.94,471,nonveg
Edward Shaw,34,1989-09-30,m,single,15.14,468,nv
Kyle Smith,38,1985-02-12,F,Single,33.09,143,nonveg
Jillian Huang,56,1972-02-15,Female,Single,15.92,239,v
Kerry Thomas,13,2010-12-13,m,Single,35.94,187,veg
Michael Cooper,49,1974-02-21,male,Single,16.92,414,v
Jessica Joseph,22,2001-09-07,female,Single,28.43,382,nv
Diane Wilson,100,1923-06-12,male,M,26.94,210,Non Vegetarian
Amanda Wilson,94,1929-04-21,F,Married,19.17,497,v
Kristen Campbell,59,1964-08-01,female,married,34.4,256,nv
Sean Ross,65,1958-10-17,Female,s,42.97,435,non-veg
Linda Gonzalez,83,2003-07-23,F,Single,46.23,391,Non Vegetarian
Shawn Barr,18,2005-08-08,male,married,31.11,173,veg
Kristina Hall,63,1960-07-14,Female,Married,40.62,59,v
Brandon Johnston,73,1950-02-21,male,s,29.95,92,nv
Paul Chavez,86,1937-09-01,F,single,49.97,213,non-veg
Ashley Fischer,44,1979-07-14,female,married,33.3,177,veg
Lawrence Graham,0,1915-01-29,male,single,20.09,445,Non Vegetarian
Maureen Ruiz,7,2016-07-30,female,single,30.17,436,nonveg
Misty Everett,107,1916-10-26,male,married,39.62,112,Non-Vegetarian
Jaime Davis,102,1921-05-25,female,s,49.31,12,veg
Michael Pearson,83,1961-02-03,female,M,39.71,306,nonveg
Logan Beasley,35,1988-05-12,F,single,23.38,137,Non-Vegetarian
Kelsey Padilla,31,1992-03-05,F,single,27.81,435,veg
Joshua Weber,26,1947-03-23,male,single,33.83,331,Vegetarian
Kevin Mendoza,106,1917-01-28,male,M,11.9,187,Non-Vegetarian
Janet Evans,103,1920-07-27,F,M,19.92,374,v
Heather Barber,59,1964-04-18,m,single,32.98,483,Non Vegetarian
Dalton Friedman,75,1948-10-13,F,married,42.13,115,non-veg
Manuel Smith,101,1922-08-11,Male,M,24.42,417,veg
Matthew Daniel,21,1934-12-02,Female,married,32.62,414,Non-Vegetarian
Mr. Alex Flores II,51,1972-08-19,female,married,22.75,317,v
Rebecca Lang,55,1968-03-27,male,single,43.36,297,Non-Vegetarian
Mrs. Alexandria Pacheco,26,1997-02-27,Male,s,47.96,280,Vegetarian
Corey Baker,96,1927-08-17,m,Single,24.26,392,nv
Michael Rodriguez,47,1976-02-09,m,M,38.08,208,nv
Frederick Curtis,65,1958-02-19,Female,Single,39.07,404,Vegetarian
Laurie Scott,84,1939-06-12,Female,s,24.2,253,v
Diana Jones,-48,1944-02-11,Female,married,35.05,417,Vegetarian
Tyler Carter,40,1983-06-05,Female,Single,12.97,202,v
Jessica Sanchez,-64,2000-07-21,Female,M,13.88,-4,nonveg
Shannon Rogers,113,1910-01-02,m,s,16.69,109,Non-Vegetarian
Laura Arnold,0,2005-03-10,female,s,28.74,362,veg
Aaron Walker,-57,1945-07-12,female,M,48.57,240,nonveg
Benjamin Smith,4,2019-04-23,m,Married,31.89,385,non-veg
Megan Travis,35,1988-05-05,Male,Single,32.04,65,Non Vegetarian
David Lopez,21,2002-03-18,F,M,46.3,334,veg
Anthony Owens II,76,1947-09-23,Female,married,43.27,336,nv
Sandra Oneal DDS,39,1984-06-08,Male,Single,30.9,363,nonveg
Michael Sparks,1,2022-06-09,Male,M,16.76,149,v
Robert Day II,17,2006-11-30,male,Married,19.05,431,nonveg
Joshua Johnson,26,1997-07-18,F,M,16.71,316,veg
Sharon Baker,66,1957-04-10,F,s,35.17,62,v
Annette Ferguson,76,1947-06-14,Female,Married,48.88,420,v
Danielle Fitzpatrick,114,1909-12-27,Female,s,10.86,122,nonveg
Michael Weeks,73,1950-10-13,male,married,36.63,-5,nonveg
Mark Watkins,49,1974-12-20,Female,single,41.16,329,nv
Christina Bush,15,2008-05-13,female,married,37.83,281,nonveg
Arthur Cummings,100,1923-07-22,m,M,24.33,136,Non Vegetarian
Matthew Valdez,37,1986-11-19,male,married,38.67,175,v
Maria Chase,91,1932-12-08,male,married,47.06,280,nonveg
Keith Alvarado,98,1925-07-18,female,M,47.3,60,non-veg
David Norris,76,1947-04-17,male,Married,19.55,24,Vegetarian
Tyler Acosta,46,1977-10-15,female,M,39.02,128,nv
Jessica James,41,1982-01-10,female,s,31.38,302,nonveg
Lauren Lewis,57,1966-01-15,male,Single,43.53,197,non-veg
Laura Harper,24,1945-10-07,F,Single,39.44,287,veg
Joshua Hayden,3,2020-12-06,m,married,35.58,419,Non Vegetarian
Katherine Olson,29,1994-11-01,female,married,24.9,369,v
Erin Adams,95,1928-03-23,Male,s,49.8,432,non-veg
Nicole Flores,99,1959-07-21,F,married,12.52,63,non-veg
Julie Duncan,37,1986-12-26,m,s,31.64,357,Non Vegetarian
Christina Smith,13,2010-08-04,male,M,12.45,47,Non-Vegetarian
Alexander Weeks,74,1949-09-06,F,Married,36.92,302,Non Vegetarian
Austin Willis,64,2023-02-23,Female,s,24.32,37,nonveg
Brandy Smith,107,1916-09-23,m,married,44.86,227,Non Vegetarian
Mr. Francisco Lewis,29,1922-08-29,Female,married,35.82,326,nonveg
John Jones,99,1924-07-10,male,Single,47.02,453,non-veg
Steven Bauer,37,1986-07-07,Female,single,36.07,166,v
Angela Lynch,79,1944-06-23,female,s,28.96,331,Vegetarian
Michael Dunn,84,1939-02-24,female,s,24.08,473,nv
Michael Smith,32,1991-09-28,m,single,44.05,187,non-veg
Keith Wright,2,2021-11-07,m,Single,43.49,370,nonveg
James Estrada,83,1940-12-20,female,Single,18.04,-3,Non Vegetarian
Laura Mckee,-65,1930-09-14,Female,M,15.49,221,veg
Scott Wood,50,1973-03-16,m,M,48.77,110,Non Vegetarian
Mr. Nicholas Carr,111,1912-12-27,F,s,41.28,96,non-veg
Colleen Bishop,9,1958-08-28,male,married,17.65,397,v
Bradley Holmes,-28,1981-02-03,F,s,11.3,-7,veg
Karen Carter,39,1984-01-12,F,M,36.68,384,nonveg
Jennifer Hall,77,1946-11-17,Male,single,35.61,27,Non-Vegetarian
Andre Perry,88,1935-03-07,female,M,12.64,183,Vegetarian
Amanda Lewis,79,1944-12-22,F,M,33.25,130,non-veg
Daniel Smith,13,2010-10-16,female,married,16.0,358,Non-Vegetarian
Kimberly Bray,3,1912-04-06,Female,Single,16.27,305,non-veg
Mr. Andre Johnson DVM,70,1953-08-21,F,s,18.39,22,Vegetarian
Victoria Baxter,72,1951-04-28,Male,Married,16.34,306,veg
Denise Spencer,1,2022-04-03,F,single,15.29,207,veg
Matthew Gonzales,-56,2020-09-23,female,single,35.65,20,nv
Michelle Kelley,66,1957-01-04,F,single,33.4,37,Vegetarian
Lindsay Baker,52,1971-08-29,female,M,15.26,482,v
Tammy Taylor,57,1966-04-25,male,M,14.6,417,nonveg
Erica Davis,36,1987-11-27,Male,M,43.39,76,Vegetarian
Donna Stephenson,-34,1999-07-23,m,single,41.59,495,nv
Douglas Garcia,42,1981-01-27,female,single,32.91,173,Non-Vegetarian
Ronald Woodard,13,2010-05-21,Male,Married,31.98,16,Vegetarian
Darlene Moore,70,1953-01-19,female,Single,45.98,0,non-veg
Danny Brewer,87,1936-01-11,m,s,34.69,274,non-veg
Christopher Weaver,21,2002-11-19,female,M,47.06,301,v
Daniel Henderson,56,1928-09-29,Male,Married,40.22,126,non-veg
Rodney Randall,49,1974-10-28,Female,Married,13.26,448,Non-Vegetarian
Kyle Williams,36,1987-01-23,Female,single,35.79,403,Non Vegetarian
Bradley Reid,-58,1928-03-11,Female,Married,49.83,204,nv
Tara Lopez,31,1992-12-01,m,married,41.19,153,nv
Mackenzie Hernandez,96,1927-09-27,m,single,19.15,469,nv
Sarah Castillo,58,1965-04-16,F,single,18.37,20,veg
William Boone,112,1911-12-20,Female,Single,12.49,25,veg
Kelsey Adkins,7,2016-07-14,male,married,20.44,127,veg
Jonathan Aguirre,20,2003-02-12,F,s,12.2,108,Non-Vegetarian
Lisa Harris,35,1988-03-12,male,single,27.16,158,Non Vegetarian
Lauren Williams,1,1918-07-31,m,Single,12.49,236,Non-Vegetarian
Ashley Holloway,84,1939-07-21,m,single,25.79,456,nonveg
Laura Blake,63,1960-07-21,Female,married,18.33,116,Vegetarian
Jason Brown,25,1979-01-30,male,s,47.76,377,veg
Cassandra Mercado,-85,1907-10-12,F,Married,11.69,62,Non Vegetarian
Deborah Hunt,-55,1940-01-16,Male,M,32.96,398,nonveg
Matthew Gonzales,93,1930-09-03,Male,M,45.04,192,non-veg
Joshua Young,51,1972-10-05,male,single,36.7,248,Non-Vegetarian
Ryan Hunter,66,2020-06-28,Female,Single,28.81,406,veg
Lisa Hernandez,13,2010-06-15,Female,single,25.65,9,nv
Caitlin Finley,64,1959-04-25,male,Married,49.4,448,Non-Vegetarian
Lisa Black,5,2018-05-20,Male,married,13.24,153,veg
Joshua Ramirez,31,1992-06-13,Female,Single,21.66,444,veg
Alyssa Walls,15,2008-02-12,Female,s,42.81,469,non-veg
Stacey Gibson,-40,1992-03-17,female,s,45.47,474,v
Miss Rhonda Martin DVM,93,1930-07-18,female,Single,30.12,475,nonveg
Crystal Ewing,36,1987-08-13,male,married,23.19,204,veg
Sandra Burke,9,1956-11-06,Male,Single,19.05,123,nv
David Aguirre,84,1939-09-13,Female,Married,12.78,325,veg
Jackie Elliott,115,1908-10-07,male,M,40.27,108,veg
Valerie Foster,8,2015-09-13,m,Married,24.93,55,non-veg
Matthew Yu,77,1946-03-01,Male,Single,12.23,1,v
Sarah Moore,112,1911-05-31,male,single,11.55,166,veg
David Ryan,-80,1976-10-03,Female,single,13.35,445,veg
Sarah Griffin,31,1992-09-30,Male,married,31.13,65,Non Vegetarian
Gregory Williamson,-88,1983-08-27,Female,Single,10.42,89,nonveg
Jack Atkinson,60,1963-07-21,F,Single,18.33,93,veg
Heather Chavez MD,-30,1969-03-18,F,married,11.53,100,Vegetarian
Adam Dominguez,93,1930-02-01,Male,M,43.47,119,v
John Spears,40,1983-12-27,female,single,25.75,309,Non-Vegetarian
Leslie Lane,89,1934-06-13,Male,Single,29.33,49,nv
Amanda Harrison,83,1940-07-22,male,married,31.47,436,non-veg
Jason Cook,9,2014-06-01,F,Single,28.79,413,Vegetarian
John Davis,-88,1977-07-03,Male,Married,40.34,44,Vegetarian
Brittany Oconnell,85,1938-12-20,Female,M,14.06,372,nv
Ryan Moyer,66,1957-12-19,F,married,35.25,77,Non Vegetarian
David Mccoy,103,1920-12-04,Female,M,46.53,324,Vegetarian
Linda Carpenter,82,1941-07-06,female,married,33.29,-8,nv
Anna Taylor,57,1966-05-15,Male,Single,17.59,484,Vegetarian
Joshua Archer,14,2009-02-22,Male,married,18.29,455,nonveg
Philip Randall,-88,1978-04-12,male,s,26.48,469,Vegetarian
David Price,84,1939-07-14,Male,s,19.35,174,nv
Kyle Caldwell,115,1908-01-12,Female,s,44.55,173,Vegetarian
Christopher Shannon,82,1941-01-04,male,single,28.83,292,nv
Stephanie Rogers,98,1925-11-20,Female,M,35.19,29,Non-Vegetarian
Jamie Walter,83,1940-02-03,Female,Single,29.18,435,veg
Nicholas Weiss,22,1933-10-05,F,s,48.95,248,v
Catherine Winters,39,1984-09-20,male,single,17.32,299,nonveg
Daniel Miller,5,2018-05-13,Female,married,47.1,21,non-veg
Kevin Conner,69,1916-10-01,male,s,45.62,248,Non-Vegetarian
Katherine Miller,8,2015-06-25,F,Married,42.31,77,nonveg
Kathleen Daniel,76,1947-01-02,Male,Single,36.82,14,Vegetarian
Melissa Robinson,-31,1954-10-21,F,single,11.57,110,Non Vegetarian
Arthur Ross,97,1926-06-17,Female,Married,13.42,363,Vegetarian
Cassandra Delgado,65,1958-11-10,female,Single,37.04,303,Non-Vegetarian
Sydney Tate,97,1926-04-15,female,married,20.78,21,Vegetarian
Gerald Butler,94,1929-11-28,male,Single,47.15,218,nonveg
Kelly Jackson,113,1910-07-08,male,single,48.56,31,v
Jennifer Suarez,1,2022-05-11,m,s,20.86,480,Vegetarian
Thomas Jackson,79,1944-04-10,F,s,49.96,53,Non Vegetarian
Joy Herman,7,2014-02-03,male,single,37.56,154,nonveg
Philip Odonnell,69,1989-08-25,male,Married,22.5,29,nv
Natalie Shaffer,47,1976-07-17,female,M,32.99,396,nv
Alexis Castro,79,1944-03-26,Male,Single,49.83,176,nv
Rhonda Garcia,13,2010-05-10,Female,s,41.71,191,nv
Jim Osborne,40,1983-04-20,m,married,39.65,24,nonveg
Vanessa Bailey,35,1988-09-05,F,married,49.51,415,Non Vegetarian
Hayley Benjamin,66,1957-04-03,female,M,12.95,196,Vegetarian
Breanna Harrison,13,2010-12-07,Male,Single,10.97,15,nonveg
Annette Perkins,83,1940-03-15,Female,s,23.41,199,non-veg
Benjamin Mcclure,5,2018-09-27,Male,Married,17.33,219,Non Vegetarian
Rebecca Strong,106,1917-09-12,m,single,22.53,28,non-veg
Deborah Henderson,23,2000-02-22,F,single,43.57,382,v
Brian Green,3,2020-10-05,m,M,37.5,200,Vegetarian
Brent Berger,97,1926-08-01,Male,Single,17.56,291,Non-Vegetarian
Tammy Graham,88,1935-02-28,male,s,11.8,211,nonveg
Lance Smith,104,1919-07-12,m,single,34.33,485,nv
Jessica Lewis,85,1938-02-21,Female,Married,34.95,302,nv
John Campos,41,1982-12-13,Female,s,27.79,212,Vegetarian
Terri Robinson,5,2018-04-10,male,Married,43.3,264,veg
Meagan Erickson,69,1954-01-04,female,s,26.74,236,nonveg
Ms. Margaret Diaz,12,2011-01-05,F,Single,45.43,200,Vegetarian
Amber Bell,80,1943-12-01,female,Married,28.26,477,non-veg
Christine Wood,53,2021-10-02,F,married,16.21,298,nv
Kelsey Reeves,42,1981-12-10,male,married,45.61,306,Non Vegetarian
Cassie Kim,95,1928-08-12,F,married,39.01,289,nonveg
Nicholas Wilson,40,2003-03-25,male,Single,21.46,58,Vegetarian
Taylor Richards,37,1986-04-25,female,Single,12.31,470,non-veg
Christopher Berg,15,2008-08-23,F,married,30.33,222,v
Alexandra Gregory DVM,56,1967-01-01,F,s,24.48,353,Non Vegetarian
Katie Gardner,9,2014-12-28,male,single,48.01,389,nonveg
Mr. Christopher Allen,62,1977-09-16,female,M,14.99,326,veg
Yolanda Goodman,98,1925-03-09,m,Single,42.36,477,Non Vegetarian
Pamela Reyes,73,1950-09-10,Female,Single,21.1,261,Non-Vegetarian
Christopher Pierce,86,1937-12-28,female,Married,20.78,274,v
John Harris,54,1969-08-15,Male,s,21.26,185,nv
John Landry,-66,1950-09-15,Female,single,29.31,227,Non-Vegetarian
Paul Long,65,1958-12-25,male,Single,20.24,241,Non-Vegetarian
Tina Barrett,70,1958-01-20,F,M,38.88,394,Non-Vegetarian
Brandi Wallace,64,1944-01-01,male,s,29.27,121,veg
Angel Edwards,59,1964-02-19,Male,married,18.99,383,Non-Vegetarian
Luis Orozco,9,1938-08-18,male,s,31.28,299,nonveg
Karen Christian,7,2016-01-02,F,single,32.42,95,non-veg
Rebecca Sherman,36,1987-12-06,m,M,25.11,370,veg
Anthony Scott,112,1911-08-30,female,Married,34.91,242,Vegetarian
Jillian Kelly,53,1970-11-13,female,single,39.27,92,non-veg
Michelle Fernandez,14,2009-10-05,male,M,14.71,21,nv
Jason Mejia,51,1972-01-10,male,Married,10.02,64,v
Bonnie Maynard,22,2001-11-06,Male,Single,11.23,169,Non Vegetarian
Jamie Mack,80,1989-12-17,male,married,47.17,115,Vegetarian
Justin Snyder,16,2007-10-06,Female,married,17.42,27,nv
Peter Becker,82,1976-03-24,Male,married,19.0,89,Non Vegetarian
Ms. Cindy Hanson,48,1996-05-14,F,Single,28.56,181,non-veg
Carl Hansen,0,2023-06-18,male,Married,43.55,164,non-veg
Kelly Rivera,2,2021-09-06,m,Married,18.61,452,non-veg
Thomas Hurley,72,1951-10-22,Male,Married,35.49,122,Non-Vegetarian
Christina Ruiz,-12,1962-11-01,female,Married,25.84,326,nv
James Wagner,61,1962-01-24,male,Married,36.58,254,v
Luis Johnson,106,1917-04-03,male,single,33.74,280,nv
Rebecca Reynolds,32,1991-05-11,female,Married,19.66,456,nonveg
Veronica Arellano,112,1911-03-20,Male,M,12.87,354,nonveg
Pedro Stanley,29,1994-09-30,Female,single,19.62,122,Non Vegetarian
Nicholas Green,-77,1940-04-29,Female,M,38.24,310,Vegetarian
Roberta Stewart,69,1954-02-05,male,single,40.36,135,non-veg
John Meyer,39,1984-07-12,male,married,31.73,87,nonveg
Kenneth Davenport,8,2015-08-24,Male,M,46.33,88,Non-Vegetarian
Tiffany Lopez,3,2020-02-16,male,Married,29.54,443,Non Vegetarian
Hannah Burke,46,1977-03-20,female,married,38.43,432,v
Thomas Chavez,38,1985-03-19,Male,Single,49.98,400,veg
Michael Wilkinson,108,1915-01-24,Female,M,46.42,484,Non-Vegetarian
Morgan Cross,102,1921-02-15,female,single,19.44,335,nv
Vincent Phillips,81,1942-11-11,male,single,25.85,396,Non Vegetarian
Rhonda Stein,10,2013-06-23,m,single,26.86,276,nv
Mitchell Bradley,53,1970-08-03,Female,single,46.91,328,Non Vegetarian
Sonya Jones,-4,1924-07-03,Male,M,36.15,16,non-veg
Samantha Osborne,83,2019-04-29,Male,married,19.36,4,nv
Brian Banks,6,2017-01-11,m,married,48.98,381,nonveg
George Stewart,41,1982-03-14,female,Married,47.76,92,nonveg
Timothy Buckley,44,1979-09-19,Male,s,14.53,302,veg
Kevin Thomas,48,1975-11-29,Male,M,40.12,56,non-veg
Diana Allen,31,1992-06-10,m,s,11.04,335,Vegetarian
Robert Drake,68,1955-05-29,female,s,40.69,65,non-veg
Melissa Armstrong,29,1994-01-22,male,Single,22.25,312,Non-Vegetarian
Molly Thomas,105,1918-01-11,Male,married,13.01,157,Vegetarian
Anthony Coleman,81,1942-12-20,F,Married,16.06,374,Non-Vegetarian
Mariah Robinson,54,1969-07-27,Female,single,39.61,366,nonveg
Jill Taylor,95,1928-12-10,Male,M,24.19,382,nonveg
Matthew Garrett,102,1921-03-21,male,Single,45.95,69,non-veg
David Stewart,31,1992-11-21,male,married,41.41,316,nonveg
Philip Mcdonald,16,2007-08-15,Male,Single,22.78,445,veg
Michelle Perkins,59,1964-12-05,F,married,12.01,253,Non Vegetarian
Sarah Gutierrez,6,2017-12-10,Female,Married,18.42,357,non-veg
Jeffrey Branch,48,1975-04-21,male,single,45.34,94,non-veg
Laura Lucas,98,1925-01-05,m,Single,32.8,123,Non-Vegetarian
Dr. Melissa Martin,1,2022-09-16,Male,Single,34.88,312,nonveg
Kyle Chavez,75,1948-05-08,male,Single,26.36,274,Non-Vegetarian
Adam Shelton PhD,100,1923-08-24,Male,Single,42.71,322,non-veg
Marcus Conley,100,1923-08-01,F,married,16.45,144,nonveg
Becky Valencia,50,1973-05-14,Male,M,10.83,449,Non Vegetarian
Susan Chen,-60,1959-06-23,F,s,37.94,177,Non-Vegetarian
Timothy Mcclure,-70,1991-04-20,Female,Married,11.82,221,Vegetarian
Rhonda Cobb,53,1970-08-27,m,M,40.53,490,Vegetarian
Amanda Thompson,6,2017-08-30,female,Married,49.82,437,non-veg
Scott Stone,95,1928-10-06,F,single,49.39,279,non-veg
Debra Norton,77,1955-10-16,female,M,26.38,231,v
Dennis Caldwell,14,2009-12-05,m,Married,24.88,273,Non-Vegetarian
Caitlin Brown,61,1962-10-22,m,M,19.65,98,Non Vegetarian
James Morales,28,1995-10-30,male,Married,22.24,219,Non Vegetarian
Todd Stone,108,1915-12-24,Female,married,44.99,265,non-veg
Daniel Morris,57,1966-11-23,male,single,20.99,495,Non Vegetarian
Joseph Anderson,89,1934-02-21,female,single,25.62,209,Non Vegetarian
Dr. Monique Klein,58,1965-07-31,Female,married,44.68,330,veg
Stephanie Warren,30,1993-09-10,male,M,32.01,182,Non-Vegetarian
Chelsey Cross,109,1914-09-29,male,single,11.35,217,Vegetarian
Melissa Little,17,2006-04-28,Male,married,12.71,385,non-veg
Krista Daniel,50,2006-05-15,m,Single,18.34,366,v
Melissa Sparks,3,1919-01-15,m,Married,30.92,272,veg
Elizabeth Hernandez,58,1965-06-04,Female,single,18.31,149,Non-Vegetarian
Margaret Hester,19,2004-12-16,female,married,39.38,245,nonveg
Jason King,9,2014-02-09,Male,married,17.46,71,nonveg
Barbara Townsend,64,1974-10-01,male,s,38.1,379,non-veg
David Evans,10,2013-07-31,female,M,37.86,403,nv
Richard Gonzalez,16,2007-03-25,female,single,40.07,250,veg
Christine Martinez,108,1915-01-22,m,s,43.16,247,veg
Robert Holt,4,1949-11-05,Female,single,25.01,452,nv
Robert Freeman,28,1995-12-09,Female,married,17.09,499,Vegetarian
Theresa Hall,-18,1957-06-03,m,M,44.07,241,nonveg
Jordan Bailey,28,1995-12-01,Male,married,26.27,423,Non Vegetarian
Jacob Martinez,3,2020-09-05,Male,Married,15.05,370,nv
Amy Mays,48,1923-06-19,Male,Single,15.89,16,v
Jack Cruz DDS,87,1936-10-03,m,M,20.91,393,Vegetarian
Andrew Griffin,36,1987-08-21,Male,Married,45.35,145,v
Amy Glover,14,2009-01-05,male,M,36.88,162,v
Rebecca Brown,17,2006-12-21,Female,s,27.15,222,veg
Brian Saunders,99,1924-11-20,Female,Married,14.23,416,nonveg
Claudia Harvey,20,2003-12-28,F,single,23.85,391,veg
Matthew Henderson,-42,1910-12-11,m,s,46.09,295,non-veg
Roy Long,71,1952-02-18,Female,Single,47.54,155,veg
Cameron Brown,64,1959-01-22,female,M,35.49,324,veg
Melinda Miller,-54,1994-01-04,Female,Single,21.22,116,Non Vegetarian
Travis Luna,-61,1914-05-28,female,M,47.46,300,Non Vegetarian
Jennifer Thompson,4,2019-01-07,Male,Single,27.99,111,Vegetarian
Anthony Sharp,69,1954-08-18,male,s,21.27,36,nv
Daniel Robinson,92,2010-03-22,male,Married,39.27,470,non-veg
Danielle Howell,29,1994-07-14,Male,single,25.48,432,v
Megan Martinez,35,1988-08-09,m,married,44.78,60,veg
Sara Martin,59,1993-04-22,F,M,14.36,-3,Non-Vegetarian
Heather Vincent,11,2012-06-04,female,Single,25.6,289,non-veg
Janet Pierce,87,1936-08-15,female,single,16.59,426,Non Vegetarian
Alexander Torres,67,1956-01-15,F,Single,48.71,75,nonveg
Joyce Stone,30,1993-11-19,m,Single,12.85,151,v
Valerie Scott,74,1949-05-06,Male,Single,23.85,323,nonveg
John Nguyen,40,1983-02-14,female,Married,46.49,152,nv
Dana Lopez,37,1986-08-04,m,married,40.44,385,veg
Shannon Watkins,98,1925-08-03,male,single,33.42,384,nonveg
George Cantrell,57,1966-04-16,F,married,33.64,150,Non Vegetarian
Samuel Mueller,31,1993-03-01,female,s,24.29,100,veg
Robert Franklin,100,1923-05-18,female,s,42.23,278,Non-Vegetarian
Yvette Pierce,1,2022-03-09,Female,M,49.28,387,Vegetarian
Pamela Ferguson,57,1966-04-01,Male,Married,25.12,30,Non Vegetarian
Sara Moreno,-97,1966-09-23,m,M,37.47,-5,nv
Daniel Jones,-59,1953-11-09,Female,married,29.04,95,Non Vegetarian
Brenda Cruz,-84,1927-02-22,F,married,31.83,118,Non Vegetarian
Kevin Simmons,65,1958-06-07,F,Married,11.24,151,Non-Vegetarian
Veronica Rodriguez,103,1920-05-06,Female,Single,22.73,222,nv
Christopher Hughes,59,1964-12-28,Female,Single,39.94,362,Vegetarian
Miguel Palmer,103,1920-06-30,m,married,16.64,99,Non Vegetarian
Cynthia Villanueva,65,1958-06-14,male,single,43.58,330,Non Vegetarian
Wayne Cabrera,38,1985-10-27,F,married,35.27,2,nv
Brandi Fisher,48,1975-11-09,female,married,12.74,451,veg
Natasha Glover,91,1932-07-27,male,married,21.54,85,v
Ian Skinner,78,1945-04-10,male,M,29.18,61,non-veg
Melvin Simpson,75,1963-05-29,male,married,36.01,50,nv
Roberto Gilbert,2,2021-02-05,male,s,37.04,404,nonveg
James Turner,40,1983-07-28,male,Single,15.2,238,Vegetarian
Elizabeth Casey,86,1937-10-08,male,married,27.48,96,Non Vegetarian
Stephanie Mitchell,61,1962-02-10,Male,Married,15.18,179,Vegetarian
Luis Phillips,51,1972-04-21,male,M,25.21,445,Non Vegetarian
Jennifer Montgomery,99,1924-05-22,Male,Married,48.81,296,nv
Colleen Graves,95,1928-03-21,F,single,21.71,226,v
Jacob Roberts,-79,1913-07-19,Female,s,49.3,137,Non Vegetarian
Joshua Rogers,89,1934-05-14,F,s,22.95,308,Non-Vegetarian
Susan Smith,12,2011-01-12,m,Married,17.42,40,veg
Diana Boyd,8,2015-08-27,female,s,19.25,130,Non Vegetarian
